id,total_time,QL1_2_inc,QL1_2_loa,QL1_2_exp,QL2_3_inc,QL2_3_loa,QL2_3_exp,QL3_2_inc,QL3_2_loa,QL3_2_exp,QL3_3_inc,QL3_3_loa,QL3_3_exp,NW1_2_inc,NW1_2_loa,NW1_2_exp,QL2_5_inc,QL2_5_exp,NW2_3_inc,NW2_3_loa,NW2_3_exp,NW3_4_inc,NW3_4_loa,NW3_4_exp,CR1_1_inc,CR1_1_loa,CR1_1_exp,CR2_2_inc,CR2_2_loa,CR2_2_exp,engineer_id,QL2_5_loa
128,8973,0,16,"This redevelopment of the Cardova  park and brownfield site into a community walking and outdoor gathering center will improve the local economy by creating new jobs that will be created from design, construction, and operation of the project.  The land around this park will attract new housing and business development because people would like to work next to a nice area not to mention those employed in the creation of the park along with the recreation benefits to the local community.  The park being rebuilt and not redeveloped will reduce congestion and traffic because it could be developed into a residential neighborhood or business.  This will rejuvenate the community and allow this area to prosper in and around the park.",0,11,The creation of the park will feature ample sidewalks and paths.  The will be wide and allow for bicycles.  The creation of ample local parking and bus stops will create ways for the public to easily access this park.  But the creation and support of local bike lanes around the park will encourage alternative green modes of transportation.  But the park will not greatly improve public transportation such as buses. ,0,14,"The project team for the park will assist the local community to improve the visuals and natural landscape.  The park will improve the local character of the natural landscape.  The rebuilding of the park will be designed to restore lost character features within the community.   The park will help the community's landscape by breaking up the urban landscape of Cordova, AL.  ",0,13,The Park and Brownfield Redevelopment project will enhance the public space because of the creation of a large public space and the substantial restoring existing public space. The site includes a floodplain and wetlands which will be helpful in enhancing the community's wildlife. Fish and birds may inhabit the area.  Trails in the area will provide the community with recreational options.  ,0,18,"The project of the Park and Brownfield Redevelopment will include a floodplain and wetlands as part of the stream that will be rebuilt.  The project will have aquatic and wetland restoration.  A VSPZ with a 300-foot buffer will be established in order to protect this environmental area.  The wetlands will be restored and rebuilt with local, appropriate vegetation. ",0,"",0,18,"The project will transform a dilapidated, under-used park and brownfield site into a cleaner and more environmentally friendly area.  The project will prevent future contamination by cleaning up the site and providing that the wetland and freshwater will be protected.  The natural vegetation of the project will reroute and absorb surface runoff.  ",0,19,For this park structures that drain wetlands will be removed and prevented and appropriate groundwater sources will be maintained.   The park will enhance the water quality by preventing pollution.  The rebuilding of the project will enhance and maintain the wetlands and surface water at the park.  The project will also have existing sources of sediment obstruction will be removed or mitigated.,0,25,The Park and Brownfield Redevelopment will feature a reduction of greenhouse gases and be net carbon negative due to the large number of vegetation and trees.  The amount of vegetation and trees will decrease the amount of greenhouse gas emissions The park will have extensive use of renewable energy and carbon sinks in the forms of vegetation and wetlands.,0,20,The project leaders will work with community decision makers and stakeholders to make a comprehensive and long-term assessment of the community's resiliency to avoid traps and vulnerabilities.  Research and work will be done to identify and address possible changes in key engineering design variables.  The project team will examine and try to reduce potential costs and risks in the project.  The park will have not many buildings with will prevent  significant infrastructure traps.  ,169,6
129,1134,0,16,"A crew was sent to remove all existing structures deemed to be unnecessary. After removal another crew was brought in to create a new system of structures (monkey bars, slides, etc.). Lastly, a crew was brought in to remodel the existing landscape and plant new vegetation. The goal is to make the park look more user friendly. ",0,4,"A bus stop was installed near the park entrance. Bike racks were added so that bikers could access the park. The main goal was to get adolescent teens into the park and use the fields for recreational use. Additionally, a walking path was installed for exercisers that are out to jog to continue their workout. ",0,1,A town hall meeting was held to get suggestions from locals in order to properly design the park in their vision. ,0,1,no parking was added as to not destroy more wildlife. along with bike stations being added to encourage more eco-friendly travel.,0,1,"""Do not walk here"" signs added so that wetlands are left undisturbed. nothing to be built on soil-protection zones. ",0,"",0,18,"A complete overhaul of the sewage and water piping was done. Old pipes were removed and replaced with up to date, safe piping. Sewage lines were built further than the required 10 feet away from water lines and 1.5 feet below. Littering to be held to the highest degree of penalty to discourage loose trash from entering water.",0,3,wildlife such as fish and ducks to be brought in to maintain the natural eco-system of the water bodies and wetlands. ,0,25,everything made from the most eco-friendly materials. lights only used when absolutely necessary. limited parking spots to promote the use of biking and taking the newly installed bus stop. planted numerous trees to provide for a high quality ecosystem within the park. added wildlife to naturally provide protection.  ,0,20,"worked extensively with local municipalities to ensure that the land is capable of handling the work being done, as well as the long term effects of a heavy population. worked with locals to teach how to maintain land and why the environment needs to be taken care of. free of charge, brought in a park ranger to keep order. ",49,15
130,3179,0,16,"The site provides recreational, sustainable environment for local communities. Businesses are more willing to move to a place with higher livability. The design, construction and operation phases all create and stimulate jobs of the local communities. A beautiful local site also attracts tourists to visit. ",0,11,"The add of bike paths and natural trails increases the safety and accessibility of alternative transportation method. The site will be more pedestrian friendly than before. People in the community will be more willing to walk, riding bikes or choosing public transit when they head to local places instead.",0,14,"Upgrading the site from a dilapidated, under-used park and brownfield site into a walking and outdoor gathering center adds beauty to the local community. Recreational activities will be encouraged in the site and therefore people will develop a unique local character. The view of the community will be better.",0,13,"Parks, plazas, recreational facilities, wildlife refuges are all feasible and possible to be integrated into this site. To  restore the waterbody, develop recreational facilityies and build trials, the interaction among local people, between people and nature, between communities will be all largely encouraged.  ",0,18,"The waterbody will be restored by providing buffer zones, the stream will be protected, more trees will be planted. By restoring this site to its natural form, the soil will be protected from heavy construction. Buffer zones provided to protect waterbody will ensure and enhance the sustainability of the site.",0,"",0,18,The restoration project will make sure that there is no soil contamination. The buffer zones will make sure that minimal contamination can reach the waterbody and stream. Parking lots will be away from any existing water and will be equipped with corresponding sewer systems so that the run-off will not contaminate the site.,0,19," The waterway is connected or proposed to be connected to its riparian floodplain. The current source of the waterways’ normal flow, the water quality of its source water, and how the water quality will be maintained or enhanced. Restored waterbody will maintain or enhance the habitat for aquatic and riparian species by plantings and appropriate physical modifications.",0,25,"The reduced using of private transportation, increased using of public transit will reduce greenhouse gas emission. Vegetations will function to regulate and absorb carbon dioxide gas. More outdoor low-emission activities will be encouraged so that high-emission activities such as using electronics will be reduced.",0,20,"The increased vegetation reduce the run-off factors, which are typically higher in urban areas and lower in natural areas. The ponds and vegetated soil can absorb and store more water than urban ground. The flooding rate will be reduced, the groundwater table will be maintained, the ability of self-regulation will be improved.",187,15
131,2489,0,16,"Through the improvement of the maintenance yard many jobs were created for contractors, engineers, subcontractors who had to fulfill the design of the engineer and landscape architects who were tasked with the vegetation. The land also promote more community interaction with the open space as well as the facilities. By turning something that was useless to the community into a place of relaxation the project has given the community new life. ",0,8,"I believe that in this situation some sort of off site parking must be made accessible. While it is great to promote other means of transportation, forcing them on the community could actually backfire in a way that has residents upset all the time having to look for spots. The large sidewalks does help promote a healthier community and more interaction.",0,14,Anytime the view is increased the community looks more attractive to all. Possibly by adding places for recreational events/community events could really bring the public out. This gives a much more tight knit community feeling as well. Adding lights throughout would also help promote accessibility at all times.,0,11,By adding landscaping to the parks they become more desirable to go to for the public. Increasing wildlife also allows for habits allows for a more natural feel. By creating more spaces for children to play at like a playground or swing set the community brings in more people.,0,18,"Create more shrubs and trees in areas surrounding wetlands in an attempt to keep people out, Create parks and recreational areas outside of the wetlands area this way pulling peoples attention from these parts of the space. Allow groups to continue to evaluate the wetlands to continuously improve the area.",0,"",0,18,By creating a pipe and drainage system you create more control over what gets into the groundwater. Create multiple retention basins to help with the collection of runoff to not more sediment into the possible drinking water. Create a more dense layer of  ground like clay in places of low elevation where the runoff travels to. ,0,15,By creating a ecosystem of fish the wetlands automatically enhances water quality as well as a want to go there. The movement of sediment could go through a filtration process which restores the water and traps sediment to be removed at a later time also removing potential toxins from the water.,0,18,"By creating a park you can allow for more recreational activities as well as means of transportation to promote healthier lifestyle. Thus reducing carbon footprint. Also, by installing an area with more trash removal and recycling we can continue to improve the area.",0,16,By creating large buffers that keep people out of certain areas we can promote more activity in larger more accessible places. Create fences that keep certain activities in certain ares to remove the risk of overcrowding and collisions. Also create time designated to certain activities due to the large size of the park.,189,15
132,17715,0,16,New jobs will be created for the community during the design and construction of the park as well as maintenance for the site after completion. The new park will improve community attractiveness and will attract future businesses of opening up close by. Wooded area at the back of the site will be kept to add wildlife refuge.  ,0,11,"The park includes walking and biking paths as well as bike lanes and large sidewalks adjacent to the property. To encourage alternative modes of transportation a limited amount of parking spaces are made available on site, as well as some available street parking. Bus stop and bike racks were added. ",0,14,                                                                                                                                                                                                                                                                                                            ,0,13,"Along with the redesign of this community park, an outdoor gathering center was added in as a central point for people meeting or to hold special events.                                                                                                                                                                                                                                                                                                             ",0,18,Protection of local body of water by allowing at least a 300 - foot buffer zone between the development area and the nearby river and connecting pond.                                                                                                                                                      ,0,"",0,18,   The project team designed for 100% collection of dry weather runoff from the regional storm drain network. All wetland cells are lined with a primary geosynthetic clay liner to form an impermeable layer that 1) prevents water loss via infiltration and 2) prevents infiltration into the former Brownfield site.                                                                                                                                                                                                                                                                                                         ,0,19,                                                                                                                                                                                                                                                                                                            ,0,25,"The completed project is carbon negative (i.e., sequesters more carbon than it produces). Using a completed life-cycle carbon assessment, the project team works to design the project so that it is carbon negative. Extensive use of renewable energy and carbon sinks                                                                                                                                                                                                                                                                                                            ",1,0,                                                                                                                                                                                                                                                                                                            ,152,15
133,2010,0,16,This project has restored and stimulated sustainable growth and development in the area because it made a necessary industrial treatment system into an aesthetically and physically pleasing place. It has made the area more attractive and will promote more involvement from the public now that the improvements have been made. ,0,11,"The park encourage alternative modes of transportation because it has pedestrian and bicycle lanes. This encourages people to take their time in the park on foot and/or on bike. Also, providing a minimum amount of parking spaces encourages the public to visit the park by other means of transportation. ",0,14,"The project doesn't only preserve views, but instead improves them. The park transformed harsh views into a pleasing park with trees and natural accents throughout. The local character was preserved as well by making it match the surrounding areas. The local character was one of the first things studied for the project. ",0,13,"Public space was enhances and restored for not only the public, but also the environment and surrounding species. Restoring natural habitats for animals and providing a more natural setting for the public to visit enhances the space much more than it was previously being used for. It has made the space more attractive. ",0,18,The project protects surrounding bodies of water because it was designed to safely contain the output of the water treatment facility. The water will not leak into other bodies of water and possibly cause contamination for the public. The park will continue to be used a wetland park since the city claimed the land. ,0,"",0,18,All of the water will be properly contained to prevent contamination. This is important because it is treated water. Specific systems were put in place to ensure this such as a type of clay to line the surface. This provides an impermeable surface. The functionality will continued to be monitored under operation. ,1,0,This does not apply because the project was to enhance a waste water treatment facility,0,25,The  park reduces green house  emissions because many trees and plants were included in the land scaping. The  park also does not allow the use of motor vehicles (other than parking). All of this  combined reduces green  house gas  emissions in the area since it is now  covered in trees and shrubs. ,0,20,"The park is surrounded by gates to prevent any traps or trespassing, which will also keep the park from being vandalized. Security will also be on site at the entrance in case of emergencies. Covering the area with trees makes it a flexible location for future improvements. It will always be a park, but changes can be made. ",191,15
134,1665,0,16,By working with the local community the development is able to increase the amount of jobs created. This is done by creating a vibrant environment of landscaped open space that also need maintenance to keep it looking good. the overall community was improves by the attractiveness through restoration of the existing conditions. ,0,11,Being designed and constructed in the certain way that it was this received a restorative rating. They built only a limited number of parking spaces. They included waking as well as biking paths that encourages alternative modes of transportation. By integrating these assets into the existing transportation infrastructure it is a good strategy.,0,14,"The local character of the community was restored by increasing the visual character. It transformed all nine acres of the blight maintenance yard to landscaped public space for the community. Dilapidated buildings were demolished and the views from the neighboring school, church, and surrounding homes improved.",0,13,"The project team developed wetland and riparian habitat, trails, boardwalks, and educational and public use facilities. The site minimizes discharge of pollutants from urban run-off to receiving waters. This includes opening previously private space and increased the stakeholder satisfaction with efforts and results.",0,18,"A wetland with riparian and emergent marsh habitat was created at the center of a densely populated urban community. The project team and city changed the land use designation of the site from Light Industrial to Open Space in order to ensure the continued use of the site as a wetland park. This was established a VSPZ with a 300ft buffer, restoring previously degraded buffer.",0,"",0,18,The project team designed for 100% collection of dry weather runoff from the regional storm drain network. All wetland cells are lined with a primary geosynthetic clay liner to form an impermeable layer that 1) prevents water loss via infiltration and 2) prevents infiltration into the former Brownfield site.,0,19,A wetland with riparian and emergent marsh habitat was created at the center of a densely populated urban community. The project is designed to divert storm water runoff from the adjacent 63” storm drain and use the runoff as a resource to sustain the constructed wetland and its natural habitat. This proves that the project prevents future contamination.,0,25,"The project team converted the land use designation of the site from Light Industrial to Open Space. According to the project’s Environmental Impact Report (EIR), green house gas (GHG) emissions would be reduced following implementation of the South Los Angeles Wetland Park. This projects used liffe-cycle assessment to work to design a carbon negative project.",0,20,Traps and vulnerabilities were avoided in this project by using sluice gates and end caps for orficies. The wetland was broken into three cells allowing to operate independently. the flexibility provided opportunity to reconfigure the wetland for future events or design criteria that may be needed to be converted. ,194,15
135,3275,0,16,"changing the current lot to a park will improve the value of the land as well as the land surrounding it. With aesthetically pleasing and public use nearby, businesses will be attracted to the idea of building nearby. Jobs will be provided in the form of maintenance as well as construction throughout the project.",0,4,"The site will have numerous bike paths to and from the park and into residential neighborhoods to encourage biking rather than driving. Bike racks will also be provided in convenient areas. Parking for the park will be limited to encourage biking and walking. If applicable, a metro station can be placed at the edge of the property.",0,14,"Local organizations, families, and schools will be encouraged to purchase bricks which will be inscribed with a message of their choice to be placed for the bathroom facilities.  The lot itself will be transformed from its dilapidated state to something that will benefit the character of the town and encourage sustainable living.",0,6,The park which will be created will be an improvement from the current site. The park will have bike paths as well as an outdoor picnic and concert area which will increase the quality of life for the community.,0,9,"In order to protect the stream and maintain the designated wetlands, the project team will ensure that the land use is designated to be open space and that there will be trees replanted in order to protect the soil from erosion. ",0,"",0,9,"Placement of the parking lot at the edge of the property, furthest away from the stream will minimize hazardous runnoff from cars into freshwater areas. Additionally, wetland areas will be lined such that water loss is minimized. ",0,9,"In order to protect the stream and maintain the designated wetlands, the project team will ensure that the land use is designated to be open space and that there will be trees replanted in order to protect the soil from erosion. ",0,25,"The site will have numerous bike paths to and from the park to encourage biking rather than driving. Additionally, facilities such as bathrooms on site will use low-flush toilets as well as motion-sensing lights to minimize the waste of water and carbon footprint in the long run. During construction, low emission vehicles will be used and once construction is completed, maintenance workers will use electric vehicles rather than trucks to maintain the grounds.",0,20,"Excessive landscaping will be avoided in order to maintain the natural topography for biking and walking. Additionally, minimal buildings will be placed on site so that if the community decides to build on the property, demolition costs will be minimized. Parking lots will be convenient for the park as well as for long term possible infrastructure.",192,15
136,1976,0,16,The project team transformed the blighted maintenance yard into a landscaped open space for the community. This improved community attractiveness provided a recreational facility to enhance the overall community. It might increase the job growth because of the increase in attractiveness of the area ,0,11,The  park  includes  walking  and  biking  paths  as  well  as  bike  lanes  and  large  sidewalks  adjacent  to  the  property.  To  encourage  alternative  modes  of  transportation  only  67  parking  stalls  were  provided  even  though  the  traffic  study  estimated  170  were  needed.        ,0,14,"The project restored the overall visual character as it transformed all nine acres of the blight maintenance yard to landscaped public space for the community. Dilapidated buildings were demolished and the views from the neighboring school, church, and surrounding homes improved.                    ",0,13,"The project team developed wetland and riparian habitat, trails, boardwalks, and educational and public use facilities. The site minimizes discharge of pollutants from urban run-off to receiving waters.                                                                                                  ",0,18,A wetland with riparian and emergent marsh habitat was created at the center of a densely populated urban community. The project team and city changed the land use designation of the site from Light Industrial to Open Space in order to ensure the continued use of the site as a wetland park.             ,0,"",0,18,The project team designed for 100% collection of dry weather runoff from the regional storm drain network. All wetland cells are lined with a primary geosynthetic clay liner to form an impermeable layer that 1) prevents water loss via infiltration and 2) prevents infiltration into the former Brownfield site.         ,0,19,A wetland with riparian and emergent marsh habitat was created at the center of a densely populated urban community. The project is designed to divert stormwater runoff from the adjacent 63” storm drain and use the runoff as a resource to sustain the constructed wetland and its natural habitat.           ,0,25,"The project team converted the land use designation of the site from Light Industrial to Open Space. According to the project’s Environmental Impact Report (EIR), green house gas (GHG) emissions would be reduced following implementation of the South Los Angeles Wetland Park.                         ",0,20,"Using sluice gates and end caps for orficies, the wetland was broken into three cells allowing them to operate independently. This flexibility provides opportunity to reconfigure the wetland in the event that source water is reduced (i.e. consider converting one of the wetlands to park).                ",197,15
137,10934,0,16,"The project created significant numbers of new jobs. The newly purposed space increased the quality of the blighted space. The community productivity was increased through the jobs it created and numerous transactions that kept the economy churning. The improved community attractiveness helped this project reach ""restorative"" for this criteria because of the re-purposing of the space. The overall look of the new space will increase the potential business opportunities that are brought to the area and how people generally feel about their community having an improved image.",0,11,"Ample space designed for multiple modes of transportation was provided by the project. Pedestrian access and alternative transportation was heavily encouraged by the project. The project provided traffic studies to back their motives of reducing the reliance on motorized vehicle transportation, thus forcing people to turn to other modes of transportation like public transportation, biking, and walking.",0,14,"The projected successfully rid the space of the undesirable sights and replaced them collectively with a characteristic community park that serves multiple purposes including a new calming sight for previously ""sore"" eyes. Home values, and other properties around the park, were improved due to the new sights and communal feel that the project brought the neighboring areas.",0,13,"The project team successfully enhanced the public space by transforming the previously unused, untasteful space into an environmentally sustainable area that benefits the area and helps reduce the human contribution to the degradation of the surrounding environment. The project team added public space that was useful and beneficial to the community living atmosphere.",0,18,"The new wetland and marsh habitat added to the park contributed to the restoration of the property. Since the land use designation was changed, the park and its wetlands will be protected indefinitely. The newly created habitat will ensure that vegetation is abundant and healthy within the park as well.",0,"",0,18,"Future contamination from runoff is greatly reduced by the efforts of the project team to design for complete removal of runoff (dry weather). The additional effort to prevent the runoff from going into adjacent sites is also a reason for the ""restorative"" score for this aspect of the project. Moreover, the liner will prevent water loss from the wetlands.",0,19,"The created wetland was implemented to increase the hydrologic connections and improve water quality, the surrounding habitat, and to help with storm-water runoff.The habitat was enhanced by the addition of the wetland into a populated urban community where little natural habitat existed. The ecosystem functions added by the project team completely restored the area to an acceptable level.",0,25,The reduction of greenhouse gas emissions was a major aspect of the project team's goals. The land use designation change greatly affected the future emissions coming from this plot of land. The EIR indicated that the wetland park would indeed reduce the GHG emissions from the previously designated Light Industrial space. The addition of a restored ecosystem would possibly make for a new carbon negative space.,0,20,"The vulnerabilities the project team anticipated were properly addressed by using sluice gates and end caps to break up the wetland into three different cells. The project team designed the site in a manner that would avoid infrastructure traps that would cause costs to rise for the construction, maintenance, and operation of the site. Allowing for easy reconfiguration of the site was the best possible way to score 'restorative' in this category.",173,15
138,5984,0,16,"In order to meet this requirement, the team could develop the brownfield site into a gathering center that would make new jobs for development and construction. Making a community walking and outdoor gathering center is a huge opportunity to increase community attractiveness. The reuse of the infrastructure and land is very sustainable. ",0,11,"In order to encourage alternative modes of transportation, only a small number of parking spots will be available directly at the area. The area will be set up with bus stops nearby in order to limit personal vehicle use and encourage bus, bike, or walking. Damaged sidewalks in the area will be repaired. ",0,14,"Study the local culture of the area and make sure all development reflects the community. In order to insure this happens, community meetings with the public and officials should be held to get public opinion on design decisions and and preservation of local landscapes. Contracts for the preservation will be made in order to insure that the policy is followed. ",0,13,Adding the gathering center and park will greatly enhance the public space. Studies will be conducted estimate the public impact and benefits as well any potential risks for the development. Meeting with public officials will be logged and public approval documented. Plans and drawings will be developed to show the scope of the development and how it will affect the public space. ,0,18,A 300 foot buffer will be added to the wetlands and vegetation and soil protection zone will be added to protect the wetlands and preserve the area. The floodplain and wetlands will be repaired to insure they are healthy and will be undisturbed by and development on the project. Native plant communities will be put into place in order to promote natural environment. ,0,"",0,18,Surface water and groundwater quality monitoring programs will be developed to insure the water quality in the area is not affected. Areas of contamination from the brownfield site will be repaired. Well areas will be insured to not be contaminated by the project and will identify ways to insure protection of the water resources around the site. ,0,19,"In order to keep the wetland healthy, storm water will be routed from nearby storm drains to the site of the wetlands. Sediment transport will be insured to stay how it is naturally. Proper maintenance of the wetland will insure that the area will increase the habitat and attract animals and insects to the area. ",0,25,"Green roofing on top of any buildings could help make the area net carbon neutral. By trapping some of the carbon and benefiting the green area, a number of positive effects could be seen. In addition, the use of solar lighting will help reduce the effects of power plant electricity producing carbon. ",0,20,The area will not rely heavily on infrastructure that could force the area into only one solution. The use of solar lights provide a solution that should help the area long term in terms of money and maintenance. The resiliency of the area will be high and allow for multiple ways to manipulate the design without completely redoing the project.,188,15
139,4319,0,13,"The project will create jobs and spur economic activity. It will also create a location that will attract citizens making it an attractive place for mobile vendors, which will further increase the attractiveness of the location. These vendors will see lower operating costs, because they will save money on rent and other utilities associated with operating in a building.",0,4,"Designers will ensure adequate walking facilities and places to ride and park bikes. They will also limit vehicle parking near the park. As a result, other public transportation services, such as buses, will be available. These services will be have appropriate resources such as covered bus stops and timetables posted, making the service more user friendly.",0,3,"The project will maintain the views and ""feel"" of a town with a lively main street. Materials matching existing structures will be used. The input of the local residents and officials will be considered. Meeting notes and reports will be recorded. ",0,13,"Improving the public space is the entire goal of the project. Meetings with residents and officials will take place, where notes and reports will be generated and incorporated into the design. Pavilions, trails, fields, and other spaces will be created, while also preserving the natural environment and matching the desires of the residents. ",0,18,"There are wetlands and bodies of water on the site. The team will establish a 300 foot VSPZ. Also, the team will repair any damage caused by the tornado. The design team will also analyze local, state, and federal laws and determine which regulations are more stringent, so they can ensure the wetlands are well protected.",0,"",0,14,"The designers prevent surface and groundwater contamination by using well thought out grading and hydraulic designs. Furthermore, designers can eliminate possible sources of contamination by limiting vehicles from driving on park land or planting foliage that does not need to be maintained by gas powered equipment. Lastly, monitoring stations will be used to analyze environmental health.",0,15,"The team will improve the function of wetlands, streams, and a body of water. The four functions are interconnected, meaning that the plan developed by the team will improve the function and effectiveness of them all. Improving the quality of wetlands destroyed by the tornado will improve the function and quality of the streams, pond and riparian areas, because of the improved water filtration done by the wetlands.",0,18,"The project team can carry out a life cycle carbon assessment and determine the amount of carbon produced during construction and use of the park. They can them determine what type of foliage needs to be planted, so enough carbon can be removed from the atmosphere and a net zero carbon footprint is achieved.",1,0,"The project does not have any obvious traps. The improvements made to the wetlands, transportation system, and other facilities will be an improvement over the existing infrastructure that was in place before the tornado.",193,12
140,3240,0,13,The proposed park and recreation area will improve the livability of the area since there will be a more attractive recreational area in the center of the town. This will encourage more businesses to find a home near the town center since the area will look more attractive environmentally and business potential.,0,11,"Paths will be designed to match the width of walkers and bikers in the park area. Since this project is located in Alabama, the topography is most likely flat enough that bikes (and persons with disabilities) will be able to travel on every path without difficulty. Roads that are impacted by this development will be widened for bike lanes.",0,14,"This project will restore the stream within the boundaries and add a wetland to protect the stream from further pollution from the nearby town. As a part of the project, the downtown area that was damaged from the tornado will be restored due to the increase in businesses in the area that will be related to the attractiveness of this new park. The downtown area will be visible from the outskirts of the community park. ",0,13,"The original community park will be restored and remodeled with a stream, wetlands, and floodplains that would help to mitigate flood damages in the town. Wildlife will be encouraged to flourish near the new, healthy stream. Mulch paths will be added for increased walk-ability. The town will be consulted with ideas for what they would want in this park to make it a more desirable destination.",0,18,"A 300-ft buffer will be provided around the restored wetlands and the restored stream. The floodplain is an example of this buffer. Native plants that encourage the absorption of water will be incorporated into this buffered area. No development will occur on this area, however, paths can exist if there are made out of natural substitutes (mulch).",0,"",0,18,This project consists of the restoration of a brownfield site where a gas station once stood. Runoff from the impervious ground in the town will be mitigated through the large surface area of pervious ground on the site as well as through the wetlands which will play an even larger role in water pollution mitigation. ,0,19,The stream that runs through the park will be restored and maintained in a way that ensures a healthy life. Wetlands will be constructed along with a riparian area of hydrophilic plants. The floodplain is consistent with that area and will be constructed to help with the drainage on the site in the case of severe waterfalls. ,0,25,"This site will be net carbon negative since it will increase the number of carbon-reducing plants in the town. Any electrical structures used in the development will support themselves. For example, the lighting structures will be powered by solar panels that will store the power needed for the area. Any excess energy will be directed straight into the town's energy grid.",0,20,"Meet with residents and town officials who are familiar with the town's tendencies. Any problems that they bring up, look to finding a solution before the implementation of this project. Floodplains in design will help with the resiliency against flooding, but add design standards that will allow for this development to survive another tornado occurrence. Make sure that this park will be maintained financially by the town and the purpose of the park is noted properly in the town's comprehensive plan. ",198,15
141,5504,0,13,"By the information given, not only new jobs that will be created from the project, but also the project will contribute to community growth and development and expands the capacity or increases the quality of operating, recreational or cultural capacity. Also, the project improves community attractiveness for compatible businesses and industries.",0,2,"By the information given, constructed works allow for walking distance and pedestrian accessible to multi-modal transportation and encourages the use of transit or non-motorized transportation. In addition, Provision for sheltered and well-lit bus stops, tram stops, or transit access points. Effective display of information such as time and route of public transportation ",0,6,"By the information given, the plan takes into consideration the preservation of natural landscape features, and the final design takes into account community plans and guidelines for views and local character. Also, Contract includes clauses on the preservation of high-value landscapes and landscape features.",0,13,"By the information given, project team works with the community to make sure the project results in no long-term adverse effects and may include mitigation, and the project has no significant permanent impact to the resource. Also, the project will create the new public space and add the recreational facilities to an existing resource, and/or significantly improving access for current and future users. And restoration of existing plazas, parks, recreational areas, or wildlife refuges is delivered.",0,1,"By the information given,  proposed site neither contains nor is within the specified distance of a wetland, vernal pool, shoreline, water body, or other aquatic resource, and it didn't indicate that the design has a 100-foot or largbuffer area.",0,"",0,9,"By the information given, Protection is accomplished by spill and leak diversion systems, spill prevention plans, and cleanup. Measures have been incorporated into the design and operation of the project to enable onsite water quality monitoring and reporting. During the design stage, the location of equipment and facilities containing potentially polluting substances are located away from sensitive environments",0,3,"By the information given, the project only maintain or enhance one ecosystem function.              ",0,7,"By the information given,  A comprehensive life-cycle carbon assessment is undertaken to estimate carbon emissions caused by materials extraction and processing, transportation of materials to be used during construction and operation, and project maintenance and operation, including vehicle traffic. And Using a completed life-cycle carbon assessment, the project team works to design the project so that it reduces carbon emissions by at least 40%. ",0,12,"By the information given, the project team conducts a survey of possible resource constraints and vulnerabilities that the community could face in the future, including those expected because of climate change and the project team works with the community at the conceptual stages of the project and conducts a high-level review of projected resource demands and supplies, resource and infrastructure traps, and vulnerabilities. Also, he project owner and the team work more directly with community decision makers and stakeholders, taking a fresh look at potential resource issues, vulnerabilities, and risks.",195,12
142,299,0,1,"Analyses showing new jobs that will be created from design, construction, and operation of the project.",0,1,"Location and design drawings showing proximity and accessibility to transportation facilities.
Degree of convenience and accessibility.
",0,1,"Plans, drawings, and reports identifying important elements of the site character including landform or levels, views, natural landscape features, materials, planting, style/detailing, scale, and landscape/townscape pattern.",0,1,"Studies and assessments of the impact of the project on existing public space.
Design documents describing any new public space developed as part of the project.",0,1,"Documentation that the proposed site neither contains nor is within the specified distance of a wetland, vernal pool, shoreline, waterbody, or other aquatic resource.",0,"",0,1,"Documentation of hydrogeologic delineation studies, taking into consideration the complexity of the aquifers. (Note that delineation already may have been done by local authorities.)",0,3,"For streams, rivers, and lakes, documentation showing how the waterway is connected or proposed to be connected to its riparian floodplain at a 6-month to 2-year frequency flow event.",0,4,"Documentation that a life-cycle carbon assessment or a carbon footprint analysis has been performed in accordance with available methodologies, data sources, and software.",0,2,Documentation of the work done to identify and assess possible changes in key engineering design variables. The assessment may include changes that may result from climate change.,208,1
